numid;pid;vid;lid;sid;postcode;straat;woonplaatsnaam;huisnummer;huisletter;huisnummertoevoeging;oppervlakte;woningequivalent;gebruiksdoelen;pand_bouwjaar;pc6_gemiddelde_woz_waarde_woning;gemiddelde_gemeente_woz;pc6_eigendomssituatie_perc_koop;pc6_eigendomssituatie_perc_huur;pc6_eigendomssituatie_aantal_woningen_corporaties;netbeheerder;energieklasse;woning_type;sbicode;gas_ean_count;p6_grondbeslag_m2;p6_gasm3_2023;p6_gas_aansluitingen_2023;p6_kwh_2023;p6_kwh_productie_2023;point;buurtcode;buurtnaam;wijkcode;wijknaam;gemeentecode;gemeentenaam;provincienaam;provinciecode
3,612E+14;0361100000041052;8,25024E+11;0;0;1827CC;Lombardijeweg;Alkmaar;59;;;75.000.000;1;woonfunctie;1986;212;287;0;0;0;liander;B;Rijwoning tussen;;1;1828;830.000.000;37;2.100.000.000;485.000.000;POINT (4.7622293042055714 52.664504573423585);BU03610701;Daalmeer-Zuidwest;WK036107;Daalmeer/Koedijk;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000103805;8,25024E+11;0;0;1825TC;Hof van Luxemburg;Alkmaar;69;;;30.000.000;1;woonfunctie;1992;112;287;0;100;0;;;;;0;0;0.000000;0;0.000000;0.000000;POINT (4.757549743809193 52.65746543322248);BU03610604;De Mare;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000038895;8,25024E+11;0;0;1826JS;Ransuilstraat;Alkmaar;25;;;100.000.000;1;woonfunctie;1981;243;287;80;0;0;liander;C;Rijwoning tussen;;1;749;925.000.000;25;2.277.000.000;180.000.000;POINT (4.768789221604345 52.66082964826332);BU03610602;De Horn-Noord;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000101639;8,25024E+11;0;0;1813LH;Thomas a Kempislaan;Alkmaar;66;;;100.000.000;1;woonfunctie;1963;220;287;60;0;0;liander;;;;1;2133;2.699.000.000;26;8.548.000.000;168.000.000;POINT (4.75129451528935 52.61674212346697);BU03610302;Overdie-Oost;WK036103;Overdie;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000047971;8,25025E+11;0;0;1827PV;Abel Tasmanstraat;Alkmaar;44;;;107.000.000;1;woonfunctie;1990;276;287;100;0;0;liander;;;;1;2559;829.000.000;48;2.731.000.000;752.000.000;POINT (4.764202977177131 52.67356019878574);BU03610703;Daalmeer-Noordwest;WK036107;Daalmeer/Koedijk;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000002371;8,25025E+11;0;0;1813CH;Stalpaertstraat;Alkmaar;39;;;68.000.000;1;woonfunctie;1960;182;287;70;30;0;liander;D;Flatwoning (overig);;1;483;803.000.000;33;2.353.000.000;0.000000;POINT (4.754500222865579 52.619520349737066);BU03610301;Oosterhout;WK036103;Overdie;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000100758;8,25025E+11;0;0;1823BB;Rekerstraat;Alkmaar;17;;;86.000.000;1;woonfunctie;1939;287;287;90;0;0;liander;;;;1;1324;1.014.000.000;29;2.619.000.000;20.000.000;POINT (4.755818505259515 52.63555708830762);BU03610200;Rekerbuurt en Ooievaarsnest;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000101402;8,25025E+11;0;0;1813AB;Rederijkershof;Alkmaar;19;;;132.000.000;1;woonfunctie;2000;473;287;90;0;0;liander;A;Maisonnette;;1;19920;773.000.000;36;2.729.000.000;0.000000;POINT (4.752946869492346 52.624636320029545);BU03610301;Oosterhout;WK036103;Overdie;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000029734;8,25025E+11;0;0;1824LS;Vlietwaard;Alkmaar;377;;;138.000.000;1;woonfunctie;1978;245;287;70;30;5;liander;;;;1;1661;966.000.000;43;2.516.000.000;241.000.000;POINT (4.766453430869742 52.64562317574377);BU03610503;Huiswaard-2-Oost;WK036105;Huiswaard;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000105240;8,25025E+11;0;0;1811HH;Krebbesteeg;Alkmaar;3;E;;77.000.000;1;woonfunctie;1992;0;287;0;0;0;liander;;;;0;0;0.000000;0;5.757.000.000;206.000.000;POINT (4.746379072388782 52.63084101579331);BU03610800;Binnenstad-West;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000048327;8,25025E+11;0;0;1827JL;De Landman;Alkmaar;224;;;67.000.000;1;woonfunctie;1987;179;287;0;0;0;liander;C;Flatwoning (overig);;1;1605;620.000.000;70;2.102.000.000;630.000.000;POINT (4.762016453689754 52.67452473746649);BU03610703;Daalmeer-Noordwest;WK036107;Daalmeer/Koedijk;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000103117;8,25025E+11;0;0;1822LC;Herman Heijermansstraat;Alkmaar;124;;;137.000.000;1;woonfunctie;2001;317;287;100;0;0;liander;A;Rijwoning tussen;;1;2259;798.000.000;62;2.210.000.000;634.000.000;POINT (4.7691400525812915 52.65124475706109);BU03611100;Vroonermeer-Zuid;WK036111;Vroonermeer;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000106603;8,25025E+11;0;0;1823DR;Deltastraat;Alkmaar;77;;;141.000.000;1;woonfunctie;2008;450;287;100;0;0;liander;;;;1;6874;896.000.000;81;3.145.000.000;1.117.000.000;POINT (4.774739710686955 52.64480820102571);BU03610208;De Nollen;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000041684;8,25026E+11;0;0;1827DH;Aragonstraat;Alkmaar;64;;;63.000.000;1;woonfunctie;1984;147;287;0;0;0;liander;A;Flatwoning (overig);;1;1359;661.000.000;43;1.708.000.000;198.000.000;POINT (4.762557868281211 52.66635637852537);BU03610701;Daalmeer-Zuidwest;WK036107;Daalmeer/Koedijk;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000003473;8,25026E+11;0;0;1814JE;Anna van Burenstraat;Alkmaar;36;;;97.000.000;1;woonfunctie;1953;330;287;100;0;0;liander;E;Rijwoning tussen;;1;2281;1.066.000.000;39;2.303.000.000;507.000.000;POINT (4.7400027105844105 52.621628644097314);BU03610101;Dillenburg en Stadhouderskwartier;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000001882;8,25026E+11;0;0;1813DK;Melis Stokelaan;Alkmaar;8;;;69.000.000;1;woonfunctie;1961;155;287;0;0;0;liander;C;Galerijwoning;;0;0;0.000000;0;1.716.000.000;0.000000;POINT (4.75050913178923 52.61849024869534);BU03610302;Overdie-Oost;WK036103;Overdie;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000042565;8,25026E+11;0;0;1827LP;Hannie Schaftstraat;Alkmaar;26;;;84.000.000;1;woonfunctie;1989;282;287;80;20;5;liander;;;;1;3116;833.000.000;61;2.488.000.000;776.000.000;POINT (4.768219862109871 52.66652360468114);BU03610700;Daalmeer-Zuidoost;WK036107;Daalmeer/Koedijk;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000015628;8,25026E+11;0;0;1823XH;Maasstraat;Alkmaar;169;;;88.000.000;1;woonfunctie;1971;184;287;0;0;0;liander;A;Flatwoning (overig);;1;6298;60.000.000;33;2.901.000.000;1.031.000.000;POINT (4.761100046992882 52.632335757633726);BU03610204;Oudorperpolder-Zuid;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000019006;8,25026E+11;0;0;1823VA;Vechtstraat;Alkmaar;20;;;88.000.000;1;woonfunctie;1970;194;287;70;30;5;liander;;;;1;71732;3.716.000.000;59;0.000000;0.000000;POINT (4.7618987651379605 52.63453697283208);BU03610204;Oudorperpolder-Zuid;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000102103;8,25026E+11;0;0;1816EG;Jan van Goyenstraat;Alkmaar;76;;;52.000.000;1;woonfunctie;1965;193;287;80;20;0;liander;E;Flatwoning (overig);;1;907;19.000.000;34;1.488.000.000;0.000000;POINT (4.728437453014299 52.63615921483013);BU03610401;De Hoef I en II;WK036104;West;GM0361;Alkmaar;Noord-Holland;PV27
3,652E+14;0365100000002709;8,25026E+11;0;0;1483HB;De Eendracht;De Rijp;5;;;91.000.000;1;woonfunctie;2002;0;287;0;0;0;liander;A;Rijwoning tussen;;1;2431;1.456.000.000;35;4.174.000.000;164.000.000;POINT (4.85828052898261 52.55996744212469);BU03611003;De Rijp;WK036110;Graft-De Rijp;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000104032;8,25026E+11;0;0;1815TD;Stationstraat;Alkmaar;72;;;150.000.000;1;woonfunctie;1906;254;287;90;0;0;liander;;;;1;1903;1.055.000.000;35;1.967.000.000;86.000.000;POINT (4.74252571820896 52.637323737040056);BU03610802;Spoorbuurt;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000014275;8,25026E+11;0;0;1816KJ;Lievenshof;Alkmaar;33;;;71.000.000;1;woonfunctie;1964;0;287;60;40;0;liander;C;Flatwoning (overig);;1;516;616.000.000;36;1.645.000.000;0.000000;POINT (4.728710677031132 52.63103878393012);BU03610401;De Hoef I en II;WK036104;West;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000100731;8,25026E+11;0;0;1823CA;Frieseweg;Alkmaar;1;N;;92.000.000;1;woonfunctie;2001;386;287;80;20;0;liander;B;Flatwoning (overig);;1;24521;1.304.000.000;79;4.328.000.000;117.000.000;POINT (4.753977061192755 52.63315633719745);BU03610200;Rekerbuurt en Ooievaarsnest;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000106028;8,25026E+11;0;0;1823CP;Huiswaarderplein;Alkmaar;6;B;;95.000.000;1;woonfunctie;1992;0;287;0;0;0;liander;A++;Appartement;;0;0;0.000000;0;8.106.000.000;616.000.000;POINT (4.7522426571296315 52.63600161854598);BU03610803;Overstad;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000101849;8,25026E+11;0;0;1816NA;Aert de Gelderlaan;Alkmaar;18;;;105.000.000;1;woonfunctie;1967;206;287;60;40;0;liander;C;Maisonnette;;1;68245;2.606.000.000;41;3.249.000.000;0.000000;POINT (4.722425961727925 52.63107806135609);BU03610400;De Hoef III en IV;WK036104;West;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000035960;8,25026E+11;0;0;1825SE;Europaboulevard;Alkmaar;82;;;79.000.000;1;woonfunctie;1984;159;287;0;0;0;liander;D;Flatwoning (overig);;0;0;0.000000;0;3.138.000.000;0.000000;POINT (4.756988807732317 52.65489656303646);BU03610604;De Mare;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27
3,652E+14;0365100000001062;8,25027E+11;0;0;1483TB;Aggelenstraat;De Rijp;41;;;120.000.000;1;woonfunctie;1972;339;287;100;0;0;liander;C;Twee-onder-een-kap / rijwoning hoek;;1;2276;1.238.000.000;39;2.723.000.000;754.000.000;POINT (4.841512797003484 52.55428260779895);BU03611003;De Rijp;WK036110;Graft-De Rijp;GM0361;Alkmaar;Noord-Holland;PV27
3,652E+14;;8,25027E+11;0;0;1487ME;Groenedijk;Oost-Graftdijk;6;;690;103.000.000;1;logiesfunctie;0;135;287;100;0;0;liander;;;;0;0;0.000000;0;2.687.000.000;3.000.000;POINT (4.809463804932936 52.54991486410152);BU03611004;Oost-Graftdijk;WK036110;Graft-De Rijp;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000003361;8,25027E+11;0;0;1814HV;Corfstraat;Alkmaar;57;;;107.000.000;1;woonfunctie;1932;400;287;100;0;0;liander;D;Rijwoning tussen;;1;2878;1.470.000.000;37;2.782.000.000;176.000.000;POINT (4.738101018199201 52.62140594050514);BU03610109;Burgemeesterskwartier;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000038558;8,25027E+11;0;0;1826GK;Buizerdweg;Alkmaar;37;;;110.000.000;1;woonfunctie;1981;278;287;100;0;0;liander;D;Rijwoning tussen;;1;2772;843.000.000;42;2.668.000.000;659.000.000;POINT (4.761501531734314 52.65981723159689);BU03610602;De Horn-Noord;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000007443;8,25027E+11;0;0;1813TZ;Karel van Manderstraat;Alkmaar;22;;;106.000.000;1;woonfunctie;1975;221;287;0;100;0;liander;C;Twee-onder-een-kap / rijwoning hoek;;1;1757;864.000.000;65;2.405.000.000;1.217.000.000;POINT (4.758281566474694 52.6254393321465);BU03610300;Oud-Overdie;WK036103;Overdie;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000105616;8,25027E+11;0;0;1811LE;Hofplein;Alkmaar;28;;;97.000.000;1;woonfunctie;2004;356;287;80;20;0;liander;B;Flatwoning (overig);;1;11386;1.184.000.000;65;9.701.000.000;0.000000;POINT (4.748476591919264 52.63230708497571);BU03610800;Binnenstad-West;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000035924;8,25027E+11;0;0;1825RK;Europaboulevard;Alkmaar;327;;;87.000.000;1;winkelfunctie;1984;0;287;0;0;0;liander;;;;0;0;0.000000;0;26.906.000.000;0.000000;POINT (4.756397032700506 52.65485050284237);BU03610604;De Mare;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27
3,652E+14;0365100000001323;8,25027E+11;0;0;1486ML;Zuiderstraat;West-Graftdijk;85;;;59.000.000;1;woonfunctie;1935;464;287;90;0;0;liander;;;;1;3064;1.434.000.000;28;3.624.000.000;1.228.000.000;POINT (4.794165661296036 52.55438265729983);BU03611001;West-Graftdijk;WK036110;Graft-De Rijp;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000105592;8,25027E+11;0;0;1811LM;Koningsweg;Alkmaar;16;Q;;71.000.000;1;woonfunctie;1976;278;287;50;50;0;liander;A;Flatwoning (overig);;0;0;0.000000;0;3.753.000.000;600.000.000;POINT (4.748810828964587 52.633167948074785);BU03610800;Binnenstad-West;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000202891;8,25027E+11;0;0;1817DA;Havinghastraat;Alkmaar;66;J;;87.000.000;1;industriefunctie;2021;0;287;0;0;0;liander;;;;0;0;0.000000;0;7.747.000.000;985.000.000;POINT (4.740132524635131 52.64797118033884);BU03610409;Landelijk gebied-West;WK036104;West;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000037468;8,25027E+11;0;0;1825JA;Spilstraat;Alkmaar;29;;;77.000.000;1;woonfunctie;1983;0;287;0;0;0;liander;C;Maisonnette;;1;1264;669.000.000;38;1.194.000.000;366.000.000;POINT (4.75303490439201 52.657535677735886);BU03610604;De Mare;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000035543;8,25027E+11;0;0;1825EE;Slotenmakerstraat;Alkmaar;46;;;91.000.000;1;woonfunctie;1981;259;287;100;0;0;liander;;;;1;1625;839.000.000;44;2.112.000.000;953.000.000;POINT (4.746765337320877 52.654296866239);BU03610600;'t Rak-Zuid;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000005462;8,25027E+11;0;0;1814HG;Fontein Verschuirstraat;Alkmaar;16;;;124.000.000;1;gezondheidszorgfunctie;1932;436;287;100;0;0;liander;;;;1;2320;1.390.000.000;32;3.152.000.000;326.000.000;POINT (4.739402684501083 52.623635191524656);BU03610109;Burgemeesterskwartier;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000104905;8,25027E+11;0;0;1811MX;Luttik Oudorp;Alkmaar;56;;;224.000.000;1;winkelfunctie, woonfunctie;1876;261;287;20;80;30;liander;;;;1;7612;811.000.000;74;1.848.000.000;13.000.000;POINT (4.7537623517862375 52.630610443317934);BU03610801;Binnenstad-Oost;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000023926;8,25027E+11;0;0;1816BS;Oude Hoeverweg;Alkmaar;69;;;141.000.000;1;woonfunctie;1956;399;287;100;0;0;liander;A;Twee-onder-een-kap / rijwoning hoek;;1;686;1.292.000.000;18;2.946.000.000;505.000.000;POINT (4.7258264862756345 52.63775767004505);BU03610402;Bergerwegkwartier;WK036104;West;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000106810;8,25027E+11;0;0;1823DN;Donkstraat;Alkmaar;20;;;119.000.000;1;woonfunctie;2008;449;287;100;0;0;liander;A;Twee-onder-een-kap / rijwoning hoek;;1;5601;861.000.000;89;4.835.000.000;1.222.000.000;POINT (4.774284375766942 52.64655632690217);BU03610208;De Nollen;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000009170;8,25027E+11;0;0;1814CH;Nieuwlandersingel;Alkmaar;8;;;90.000.000;1;woonfunctie;1901;300;287;70;30;0;liander;;;;1;1104;836.000.000;33;2.306.000.000;234.000.000;POINT (4.749412467669506 52.62712545165807);BU03610102;Staatsliedenkwartier en Landstraten;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27
4,582E+14;0458100000002294;8,25027E+11;0;0;1636VH;Westeinde;Schermerhorn;94;;;262.000.000;1;woonfunctie;1998;399;287;100;0;0;liander;A;Vrijstaande woning;;1;3435;1.293.000.000;49;3.491.000.000;1.801.000.000;POINT (4.880683777268717 52.60145703440637);BU03610903;Schermerhorn;WK036109;Schermer;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000123976;8,25027E+11;0;0;1822ED;Terp;Alkmaar;6;;;98.000.000;1;woonfunctie;2011;325;287;50;50;10;liander;A;Rijwoning tussen;;1;1060;1.252.000.000;54;4.463.000.000;705.000.000;POINT (4.778376270520263 52.646708002620294);BU03610208;De Nollen;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000102454;8,25027E+11;0;0;1817EJ;Van der Lijnstraat;Alkmaar;40;;;126.000.000;1;woonfunctie;1936;362;287;100;0;0;liander;D;Rijwoning tussen;;1;2266;1.234.000.000;39;2.879.000.000;509.000.000;POINT (4.7320029319220795 52.639260406584974);BU03610403;Bergerhof en Blaeustraatkwartier;WK036104;West;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000101761;8,25028E+11;0;0;1813BL;Boendalehof;Alkmaar;96;;;42.000.000;1;woonfunctie;1964;128;287;0;0;0;liander;D;Twee-onder-een-kap / rijwoning hoek;;1;742;722.000.000;22;1.235.000.000;0.000000;POINT (4.7484423724201275 52.61790436719458);BU03610303;Overdie-West;WK036103;Overdie;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000102440;8,25028E+11;0;0;1817MJ;Rogier van der Weydestraat;Alkmaar;1;B;53;45.000.000;1;woonfunctie;1983;151;287;0;100;0;liander;A;Flatwoning (overig);;0;0;0.000000;0;1.509.000.000;0.000000;POINT (4.72800630395488 52.64101214677826);BU03610403;Bergerhof en Blaeustraatkwartier;WK036104;West;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000022269;8,25028E+11;0;0;1816EH;Jan van Goyenstraat;Alkmaar;122;;;105.000.000;1;woonfunctie;1965;193;287;60;40;0;liander;;;;1;601;28.000.000;29;1.221.000.000;0.000000;POINT (4.727188272605972 52.63647171357713);BU03610401;De Hoef I en II;WK036104;West;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000107262;8,25028E+11;0;0;1813CX;Tuinderspad;Alkmaar;26;;;130.000.000;1;woonfunctie;2008;295;287;50;50;60;liander;A+;Appartement;;0;0;0.000000;0;3.157.000.000;0.000000;POINT (4.755525809735152 52.61886275631156);BU03610301;Oosterhout;WK036103;Overdie;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000015712;8,25028E+11;0;0;1823EW;Lekstraat;Alkmaar;17;;;131.000.000;1;woonfunctie;1970;0;287;80;0;0;liander;;;;1;997;1.077.000.000;30;2.308.000.000;1.314.000.000;POINT (4.7659236059807535 52.632569655945794);BU03610205;Oudorperpolder-Midden;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27
4,582E+14;0458100000003411;8,25028E+11;0;0;1636XD;Oosterweidestraat;Schermerhorn;27;;;112.000.000;1;woonfunctie;1969;214;287;80;30;5;liander;;;;1;3737;942.000.000;61;2.159.000.000;313.000.000;POINT (4.892500604231359 52.59940379300561);BU03610903;Schermerhorn;WK036109;Schermer;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000100405;8,25028E+11;0;0;1814GC;Kennemerstraatweg;Alkmaar;73;;;221.000.000;1;woonfunctie;1904;508;287;90;0;0;liander;;;;1;2487;1.498.000.000;39;3.808.000.000;191.000.000;POINT (4.740162253714546 52.626980675804695);BU03610104;Emmakwartier;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000101487;8,25028E+11;0;0;1813SH;Zeglis;Alkmaar;35;;;109.000.000;1;woonfunctie;1978;285;287;100;0;0;liander;;;;1;1563;942.000.000;44;2.357.000.000;309.000.000;POINT (4.759643698930457 52.62572724879867);BU03610300;Oud-Overdie;WK036103;Overdie;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000008718;8,25028E+11;0;0;1814ZH;Baansingel;Alkmaar;14;;;80.000.000;1;woonfunctie;2002;283;287;30;70;15;liander;A;Appartement;;1;1573;756.000.000;46;1.930.000.000;79.000.000;POINT (4.7513362571660975 52.62659189066718);BU03610102;Staatsliedenkwartier en Landstraten;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000040529;8,25028E+11;0;0;1826KN;Patrijsstraat;Alkmaar;39;;;121.000.000;1;woonfunctie;1981;292;287;90;0;0;liander;C;Rijwoning tussen;;1;1999;858.000.000;28;2.167.000.000;1.653.000.000;POINT (4.768258930038837 52.66353089865218);BU03610602;De Horn-Noord;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000042299;8,25028E+11;0;0;1827DR;Castiliëstraat;Alkmaar;21;;;80.000.000;1;woonfunctie;1985;227;287;0;0;0;liander;C;Rijwoning hoek;;1;1357;741.000.000;44;1.953.000.000;679.000.000;POINT (4.760206265362964 52.666309918597825);BU03610701;Daalmeer-Zuidwest;WK036107;Daalmeer/Koedijk;GM0361;Alkmaar;Noord-Holland;PV27
4,582E+14;0458100000002719;8,25028E+11;0;0;1843JM;Zuideinde;Grootschermer;93;;;158.000.000;1;woonfunctie;1988;342;287;40;60;10;liander;C;Twee-onder-een-kap / rijwoning hoek;;1;2795;1.211.000.000;49;2.732.000.000;187.000.000;POINT (4.84916630506619 52.57723461522723);BU03610906;Grootschermer;WK036109;Schermer;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000027985;8,25028E+11;0;0;1824JV;Rijperwaard;Alkmaar;255;;;85.000.000;1;woonfunctie;1976;254;287;70;30;0;liander;;;;1;2097;889.000.000;40;2.149.000.000;654.000.000;POINT (4.759677893110511 52.64339377180158);BU03610502;Huiswaard-2-West;WK036105;Huiswaard;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000104275;8,25029E+11;0;0;1811BG;Wildemanstraat;Alkmaar;25;;;17.000.000;0;overige gebruiksfunctie;1987;307;287;60;40;15;liander;;;;0;0;0.000000;0;2.865.000.000;6.000.000;POINT (4.7507376537588595 52.62758211643985);BU03610801;Binnenstad-Oost;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000014725;8,25029E+11;0;0;1816TK;Honthorstlaan;Alkmaar;270;;;62.000.000;1;woonfunctie;1965;0;287;80;0;0;liander;;;;1;2378;294.000.000;33;1.405.000.000;0.000000;POINT (4.725532572804444 52.63159264167966);BU03610401;De Hoef I en II;WK036104;West;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000040001;8,25029E+11;0;0;1825HV;Smederij;Alkmaar;21;;;105.000.000;1;woonfunctie;1982;163;287;0;80;20;liander;;;;1;1339;713.000.000;49;2.015.000.000;519.000.000;POINT (4.754673189991609 52.66248005020546);BU03610601;'t Rak-Noord;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000006018;8,25029E+11;0;0;1813VN;Dathenusstraat;Alkmaar;19;;;33.000.000;1;woonfunctie;1950;131;287;0;0;0;liander;;;;1;356;751.000.000;26;1.300.000.000;0.000000;POINT (4.758241268356533 52.62429977219562);BU03610300;Oud-Overdie;WK036103;Overdie;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000017131;8,25029E+11;0;0;1815XJ;Dahliastraat;Alkmaar;7;;;118.000.000;1;woonfunctie;1922;204;287;80;20;0;liander;;;;1;1347;1.024.000.000;35;1.580.000.000;95.000.000;POINT (4.734749922504627 52.632989008816466);BU03610108;Bloemwijk en Zocherkwartier;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000125419;8,25029E+11;0;0;1821CG;Scheepsjagerstraat;Alkmaar;106;;;60.000.000;1;woonfunctie;2015;338;287;60;40;20;liander;A;Appartement;;0;0;0.000000;0;2.801.000.000;298.000.000;POINT (4.760023396532102 52.6267999628322);BU03610203;Schermereiland en Omval;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27
3,652E+14;0365100000003897;8,25029E+11;0;0;1483XN;Driekoningenhof;De Rijp;7;;;167.000.000;1;woonfunctie;1972;428;287;100;0;0;liander;;;;1;2791;1.579.000.000;30;3.267.000.000;1.633.000.000;POINT (4.839007654054445 52.553769608854324);BU03611003;De Rijp;WK036110;Graft-De Rijp;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000104504;8,25029E+11;0;0;1811BC;Verdronkenoord;Alkmaar;69;;;181.000.000;1;woonfunctie;1850;408;287;70;30;0;liander;G;Rijwoning tussen;;1;3431;1.698.000.000;41;3.098.000.000;10.000.000;POINT (4.751936117305258 52.62910387453958);BU03610801;Binnenstad-Oost;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000032280;8,25029E+11;0;0;1825BD;Valkenierstraat;Alkmaar;44;;;100.000.000;1;woonfunctie;1985;394;287;100;0;0;liander;C;Vrijstaande woning;;1;3142;1.087.000.000;57;2.871.000.000;1.568.000.000;POINT (4.750764819431195 52.64936022510573);BU03610600;'t Rak-Zuid;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000037009;8,25029E+11;0;0;1825EN;Postiljonstraat;Alkmaar;44;;;100.000.000;1;woonfunctie;1983;252;287;100;0;0;liander;;;;1;1517;723.000.000;28;2.308.000.000;390.000.000;POINT (4.746801954955974 52.656740244646635);BU03610600;'t Rak-Zuid;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000020456;8,25029E+11;0;0;1829HG;Esdoornlaan;Oudorp;26;;;147.000.000;1;woonfunctie;1973;540;287;90;0;0;liander;;;;1;1581;1.712.000.000;28;3.104.000.000;1.911.000.000;POINT (4.7800496475733345 52.63567866439554);BU03610201;Oudorp-Noord en Oudorp-Oost;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27
